wahl_jahr;ebene_resultat;geoLevelName;kanton_nummer;kanton_bezeichnung;partei_id;partei_bezeichnung_de;partei_bezeichnung_fr;partei_bezeichnung_it;partei_bezeichnung_en;partei_staerke;flag_staerkste_partei;anzahl_listen;anzahl_kandidierende;anzahl_kandidierende_f;anzahl_kandidierende_m;anzahl_gewaehlte;anzahl_gewaehlte_f;anzahl_gewaehlte_m;frauen_anteil
2015;Kanton;Zürich;1;Zürich;3;SP;PS;PS;SP;21.391975525;0;2;69;34;35;9;5;4;55.555555556
2015;Kanton;Zürich;1;Zürich;4;SVP;UDC;UDC;SVP;30.681567111;1;2;66;14;52;12;2;10;16.666666667
2015;Kanton;Zürich;1;Zürich;7;EVP;PEV;PEV;EVP;3.1175058181;0;2;70;30;40;1;1;0;100
2015;Kanton;Zürich;1;Zürich;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;0.2400017992;0;1;31;6;25;0;0;0;
2015;Kanton;Zürich;1;Zürich;12;FGA;AVF;AVF;FGA;1.7702960765;0;1;35;16;19;0;0;0;
2015;Kanton;Zürich;1;Zürich;13;GRÜNE;VERT-E-S;VERDI;GREENS;6.8892244905;0;3;86;44;42;2;0;2;0
2015;Kanton;Zürich;1;Zürich;14;SD;DS;DS;SD;0.176129324;0;1;18;3;15;0;0;0;
2015;Kanton;Zürich;1;Zürich;16;EDU;UDF;UDF;EDU;2.0608104366;0;4;86;26;60;0;0;0;
2015;Kanton;Zürich;1;Zürich;31;GLP;PVL;PVL;GLP;8.1598597679;0;3;105;31;74;3;1;2;33.333333333
2015;Kanton;Zürich;1;Zürich;32;BDP;PBD;PBD;BDP;3.6227992646;0;1;35;12;23;1;1;0;100
2015;Kanton;Zürich;1;Zürich;35;Übrige;Autres;Rimanenti;Others;2.3843486253;0;11;132;39;93;0;0;0;
2019;Kanton;Zürich;1;Zürich;1;FDP;PLR;PLR;FDP;13.660914879;0;2;70;21;49;5;2;3;40
2019;Kanton;Zürich;1;Zürich;2;CVP;PDC;PPD;CVP;4.4084463101;0;4;140;82;58;1;0;1;0
2019;Kanton;Zürich;1;Zürich;3;SP;PS;PS;SP;17.309270298;0;2;69;33;36;7;5;2;71.428571429
2019;Kanton;Zürich;1;Zürich;4;SVP;UDC;UDC;SVP;26.700010093;1;3;103;21;82;10;2;8;20
2019;Kanton;Zürich;1;Zürich;7;EVP;PEV;PEV;EVP;3.3015021947;0;3;105;69;36;1;0;1;0
2019;Kanton;Zürich;1;Zürich;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;0.3102074781;0;1;35;9;26;0;0;0;
2019;Kanton;Zürich;1;Zürich;12;FGA;AVF;AVF;FGA;1.6074586839;0;1;35;18;17;0;0;0;
2019;Kanton;Zürich;1;Zürich;13;GRÜNE;VERT-E-S;VERDI;GREENS;14.07711271;0;3;89;46;43;5;3;2;60
2019;Kanton;Zürich;1;Zürich;14;SD;DS;DS;SD;0.1866685542;0;1;35;8;27;0;0;0;
2019;Kanton;Zürich;1;Zürich;16;EDU;UDF;UDF;EDU;1.6104257012;0;1;35;8;27;0;0;0;
2019;Kanton;Zürich;1;Zürich;31;GLP;PVL;PVL;GLP;13.994563849;0;4;140;59;81;6;4;2;66.666666667
2019;Kanton;Zürich;1;Zürich;32;BDP;PBD;PBD;BDP;1.6402603273;0;1;35;15;20;0;0;0;
2019;Kanton;Zürich;1;Zürich;35;Übrige;Autres;Rimanenti;Others;1.1931589216;0;6;75;26;49;0;0;0;
2023;Kanton;Zürich;1;Zürich;1;FDP;PLR;PLR;FDP;12.454150984;0;2;72;24;48;5;2;3;40
2023;Kanton;Zürich;1;Zürich;2;CVP;PDC;PPD;CVP;;;;;;;;;;
2023;Kanton;Zürich;1;Zürich;3;SP;PS;PS;SP;21.141042154;0;4;140;73;67;8;6;2;75
2023;Kanton;Zürich;1;Zürich;4;SVP;UDC;UDC;SVP;27.354618665;1;5;166;33;133;10;2;8;20
2023;Kanton;Zürich;1;Zürich;7;EVP;PEV;PEV;EVP;2.8392251998;0;3;108;72;36;1;0;1;0
2023;Kanton;Zürich;1;Zürich;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;0.3045617677;0;1;36;20;16;0;0;0;
2023;Kanton;Zürich;1;Zürich;12;FGA;AVF;AVF;FGA;0.9710700396;0;1;36;20;16;0;0;0;
2023;Kanton;Zürich;1;Zürich;13;GRÜNE;VERT-E-S;VERDI;GREENS;9.9319673874;0;4;127;66;61;4;2;2;50
2023;Kanton;Zürich;1;Zürich;14;SD;DS;DS;SD;0.0992384549;0;1;20;5;15;0;0;0;
2023;Kanton;Zürich;1;Zürich;16;EDU;UDF;UDF;EDU;1.4880578724;0;2;55;15;40;1;0;1;0
2023;Kanton;Zürich;1;Zürich;31;GLP;PVL;PVL;GLP;12.367704986;0;5;180;88;92;4;3;1;75
2023;Kanton;Zürich;1;Zürich;32;BDP;PBD;PBD;BDP;;;;;;;;;;
2023;Kanton;Zürich;1;Zürich;34;Mitte;Centre;Centro;Centre;8.1458940339;0;6;216;95;121;3;2;1;66.666666667
2023;Kanton;Zürich;1;Zürich;35;Übrige;Autres;Rimanenti;Others;2.9024684565;0;10;185;60;125;0;0;0;
1991;Kanton;Bern / Berne;2;Bern / Berne;1;FDP;PLR;PLR;FDP;13.658548709;0;2;58;14;44;4;1;3;25
1991;Kanton;Bern / Berne;2;Bern / Berne;2;CVP;PDC;PPD;CVP;2.5712749017;0;3;57;18;39;0;0;0;
1991;Kanton;Bern / Berne;2;Bern / Berne;3;SP;PS;PS;SP;19.96219936;0;2;57;28;29;6;2;4;33.333333333
1991;Kanton;Bern / Berne;2;Bern / Berne;4;SVP;UDC;UDC;SVP;26.331403218;1;3;49;9;40;8;2;6;25
1991;Kanton;Bern / Berne;2;Bern / Berne;6;LdU;AdI;AdI;LdU;2.946194214;0;1;29;15;14;0;0;0;
1991;Kanton;Bern / Berne;2;Bern / Berne;7;EVP;PEV;PEV;EVP;3.3090549461;0;2;58;16;42;1;0;1;0
1991;Kanton;Bern / Berne;2;Bern / Berne;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;0.1942635038;0;1;26;13;13;0;0;0;
1991;Kanton;Bern / Berne;2;Bern / Berne;12;FGA;AVF;AVF;FGA;1.9995065121;0;1;29;18;11;0;0;0;
1991;Kanton;Bern / Berne;2;Bern / Berne;13;GRÜNE;VERT-E-S;VERDI;GREENS;9.8879800251;0;2;58;29;29;4;2;2;50
1991;Kanton;Bern / Berne;2;Bern / Berne;14;SD;DS;DS;SD;6.0005255847;0;1;29;7;22;2;0;2;0
1991;Kanton;Bern / Berne;2;Bern / Berne;16;EDU;UDF;UDF;EDU;3.4362384184;0;1;29;5;24;1;0;1;0
1991;Kanton;Bern / Berne;2;Bern / Berne;35;Übrige;Autres;Rimanenti;Others;9.7028106076;0;8;92;18;74;3;0;3;0
1995;Kanton;Bern / Berne;2;Bern / Berne;1;FDP;PLR;PLR;FDP;15.646833475;0;3;81;20;61;4;1;3;25
1995;Kanton;Bern / Berne;2;Bern / Berne;2;CVP;PDC;PPD;CVP;1.8513363744;0;2;52;20;32;1;0;1;0
1995;Kanton;Bern / Berne;2;Bern / Berne;3;SP;PS;PS;SP;24.700182245;0;2;26;13;13;8;3;5;37.5
1995;Kanton;Bern / Berne;2;Bern / Berne;4;SVP;UDC;UDC;SVP;26.005354188;1;3;67;13;54;8;0;8;0
1995;Kanton;Bern / Berne;2;Bern / Berne;5;LPS;PL;PLS;LPS;0.31427362;0;1;13;2;11;0;0;0;
1995;Kanton;Bern / Berne;2;Bern / Berne;6;LdU;AdI;AdI;LdU;1.9372316294;0;2;38;18;20;0;0;0;
1995;Kanton;Bern / Berne;2;Bern / Berne;7;EVP;PEV;PEV;EVP;3.7593022534;0;2;54;15;39;1;0;1;0
1995;Kanton;Bern / Berne;2;Bern / Berne;12;FGA;AVF;AVF;FGA;2.4652090898;0;1;27;17;10;1;1;0;100
1995;Kanton;Bern / Berne;2;Bern / Berne;13;GRÜNE;VERT-E-S;VERDI;GREENS;5.8629793672;0;3;58;28;30;1;0;1;0
1995;Kanton;Bern / Berne;2;Bern / Berne;14;SD;DS;DS;SD;5.4524119879;0;1;27;7;20;1;0;1;0
1995;Kanton;Bern / Berne;2;Bern / Berne;16;EDU;UDF;UDF;EDU;4.1679815198;0;2;54;11;43;1;0;1;0
1995;Kanton;Bern / Berne;2;Bern / Berne;35;Übrige;Autres;Rimanenti;Others;7.83690425;0;5;86;18;68;1;0;1;0
1999;Kanton;Bern / Berne;2;Bern / Berne;1;FDP;PLR;PLR;FDP;17.177660359;0;3;81;38;43;5;1;4;20
1999;Kanton;Bern / Berne;2;Bern / Berne;2;CVP;PDC;PPD;CVP;2.4151908104;0;1;27;9;18;1;0;1;0
1999;Kanton;Bern / Berne;2;Bern / Berne;3;SP;PS;PS;SP;27.600838489;0;2;26;13;13;8;4;4;50
1999;Kanton;Bern / Berne;2;Bern / Berne;4;SVP;UDC;UDC;SVP;28.551637418;1;3;67;17;50;8;1;7;12.5
1999;Kanton;Bern / Berne;2;Bern / Berne;6;LdU;AdI;AdI;LdU;0.7649846893;0;1;27;7;20;0;0;0;
1999;Kanton;Bern / Berne;2;Bern / Berne;7;EVP;PEV;PEV;EVP;3.9757802437;0;2;54;17;37;1;0;1;0
1999;Kanton;Bern / Berne;2;Bern / Berne;12;FGA;AVF;AVF;FGA;;;;1;1;0;1;1;0;100
1999;Kanton;Bern / Berne;2;Bern / Berne;13;GRÜNE;VERT-E-S;VERDI;GREENS;7.4595728937;0;1;24;15;9;1;0;1;0
1999;Kanton;Bern / Berne;2;Bern / Berne;14;SD;DS;DS;SD;3.7182427406;0;1;27;5;22;1;0;1;0
1999;Kanton;Bern / Berne;2;Bern / Berne;16;EDU;UDF;UDF;EDU;3.9500006594;0;2;54;16;38;1;0;1;0
1999;Kanton;Bern / Berne;2;Bern / Berne;35;Übrige;Autres;Rimanenti;Others;4.3860916967;0;4;55;16;39;0;0;0;
2003;Kanton;Bern / Berne;2;Bern / Berne;1;FDP;PLR;PLR;FDP;14.801009129;0;4;95;48;47;4;1;3;25
2003;Kanton;Bern / Berne;2;Bern / Berne;2;CVP;PDC;PPD;CVP;2.3447429572;0;1;26;5;21;1;0;1;0
2003;Kanton;Bern / Berne;2;Bern / Berne;3;SP;PS;PS;SP;27.952263431;0;2;52;26;26;8;4;4;50
2003;Kanton;Bern / Berne;2;Bern / Berne;4;SVP;UDC;UDC;SVP;29.618124556;1;3;65;16;49;8;1;7;12.5
2003;Kanton;Bern / Berne;2;Bern / Berne;7;EVP;PEV;PEV;EVP;5.1482981306;0;3;78;31;47;1;0;1;0
2003;Kanton;Bern / Berne;2;Bern / Berne;13;GRÜNE;VERT-E-S;VERDI;GREENS;9.2757068268;0;1;24;17;7;2;2;0;100
2003;Kanton;Bern / Berne;2;Bern / Berne;14;SD;DS;DS;SD;2.667968932;0;2;36;10;26;1;0;1;0
2003;Kanton;Bern / Berne;2;Bern / Berne;16;EDU;UDF;UDF;EDU;4.0997183571;0;1;26;8;18;1;0;1;0
2003;Kanton;Bern / Berne;2;Bern / Berne;35;Übrige;Autres;Rimanenti;Others;4.092167681;0;4;60;14;46;0;0;0;
2007;Kanton;Bern / Berne;2;Bern / Berne;1;FDP;PLR;PLR;FDP;15.116087293;0;3;78;23;55;4;1;3;25
2007;Kanton;Bern / Berne;2;Bern / Berne;2;CVP;PDC;PPD;CVP;4.7494877081;0;2;52;22;30;1;0;1;0
2007;Kanton;Bern / Berne;2;Bern / Berne;3;SP;PS;PS;SP;21.181813747;0;2;52;26;26;6;3;3;50
2007;Kanton;Bern / Berne;2;Bern / Berne;4;SVP;UDC;UDC;SVP;33.584734258;1;3;64;18;46;10;2;8;20
2007;Kanton;Bern / Berne;2;Bern / Berne;7;EVP;PEV;PEV;EVP;5.4393249869;0;3;76;29;47;1;0;1;0
2007;Kanton;Bern / Berne;2;Bern / Berne;13;GRÜNE;VERT-E-S;VERDI;GREENS;12.892018582;0;3;65;33;32;3;2;1;66.666666667
2007;Kanton;Bern / Berne;2;Bern / Berne;14;SD;DS;DS;SD;1.5346540152;0;1;26;7;19;0;0;0;
2007;Kanton;Bern / Berne;2;Bern / Berne;16;EDU;UDF;UDF;EDU;3.5517413577;0;2;52;14;38;1;0;1;0
2007;Kanton;Bern / Berne;2;Bern / Berne;35;Übrige;Autres;Rimanenti;Others;1.950138052;0;5;49;12;37;0;0;0;
2011;Kanton;Bern / Berne;2;Bern / Berne;1;FDP;PLR;PLR;FDP;8.655596161;0;3;60;14;46;2;1;1;50
2011;Kanton;Bern / Berne;2;Bern / Berne;2;CVP;PDC;PPD;CVP;2.0665816931;0;2;47;19;28;0;0;0;
2011;Kanton;Bern / Berne;2;Bern / Berne;3;SP;PS;PS;SP;19.327499371;0;3;78;39;39;6;3;3;50
2011;Kanton;Bern / Berne;2;Bern / Berne;4;SVP;UDC;UDC;SVP;28.98804432;1;1;26;5;21;8;2;6;25
2011;Kanton;Bern / Berne;2;Bern / Berne;7;EVP;PEV;PEV;EVP;4.1735028031;0;2;52;17;35;1;1;0;100
2011;Kanton;Bern / Berne;2;Bern / Berne;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;0.3426402001;0;1;25;9;16;0;0;0;
2011;Kanton;Bern / Berne;2;Bern / Berne;12;FGA;AVF;AVF;FGA;0.4618194002;0;1;12;6;6;0;0;0;
2011;Kanton;Bern / Berne;2;Bern / Berne;13;GRÜNE;VERT-E-S;VERDI;GREENS;9.4147215258;0;3;64;31;33;3;2;1;66.666666667
2011;Kanton;Bern / Berne;2;Bern / Berne;14;SD;DS;DS;SD;0.5609540343;0;1;13;1;12;0;0;0;
2011;Kanton;Bern / Berne;2;Bern / Berne;16;EDU;UDF;UDF;EDU;3.1039151869;0;1;26;6;20;0;0;0;
2011;Kanton;Bern / Berne;2;Bern / Berne;31;GLP;PVL;PVL;GLP;5.2913410196;0;1;26;10;16;2;1;1;50
2011;Kanton;Bern / Berne;2;Bern / Berne;32;BDP;PBD;PBD;BDP;14.880293569;0;1;26;8;18;4;1;3;25
2011;Kanton;Bern / Berne;2;Bern / Berne;35;Übrige;Autres;Rimanenti;Others;2.7330907165;0;8;90;20;70;0;0;0;
2015;Kanton;Bern / Berne;2;Bern / Berne;1;FDP;PLR;PLR;FDP;9.3306312993;0;2;50;20;30;2;1;1;50
2015;Kanton;Bern / Berne;2;Bern / Berne;2;CVP;PDC;PPD;CVP;1.8347541952;0;2;50;16;34;0;0;0;
2015;Kanton;Bern / Berne;2;Bern / Berne;3;SP;PS;PS;SP;19.677351065;0;4;88;43;45;6;3;3;50
2015;Kanton;Bern / Berne;2;Bern / Berne;4;SVP;UDC;UDC;SVP;33.122686034;1;2;46;10;36;9;2;7;22.222222222
2015;Kanton;Bern / Berne;2;Bern / Berne;7;EVP;PEV;PEV;EVP;4.3074662871;0;2;50;24;26;1;1;0;100
2015;Kanton;Bern / Berne;2;Bern / Berne;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;0.5208396237;0;1;24;8;16;0;0;0;
2015;Kanton;Bern / Berne;2;Bern / Berne;13;GRÜNE;VERT-E-S;VERDI;GREENS;8.506815511;0;2;50;28;22;2;2;0;100
2015;Kanton;Bern / Berne;2;Bern / Berne;14;SD;DS;DS;SD;0.4437938254;0;1;13;4;9;0;0;0;
2015;Kanton;Bern / Berne;2;Bern / Berne;16;EDU;UDF;UDF;EDU;2.8414882395;0;2;50;11;39;0;0;0;
2015;Kanton;Bern / Berne;2;Bern / Berne;31;GLP;PVL;PVL;GLP;5.9977909436;0;3;71;26;45;2;1;1;50
2015;Kanton;Bern / Berne;2;Bern / Berne;32;BDP;PBD;PBD;BDP;11.756012979;0;2;50;20;30;3;0;3;0
2015;Kanton;Bern / Berne;2;Bern / Berne;35;Übrige;Autres;Rimanenti;Others;1.6603699976;0;3;25;2;23;0;0;0;
2019;Kanton;Bern / Berne;2;Bern / Berne;1;FDP;PLR;PLR;FDP;8.360142453;0;3;68;25;43;2;1;1;50
2019;Kanton;Bern / Berne;2;Bern / Berne;2;CVP;PDC;PPD;CVP;1.8726708428;0;2;48;16;32;0;0;0;
2019;Kanton;Bern / Berne;2;Bern / Berne;3;SP;PS;PS;SP;16.822887211;0;4;82;41;41;4;3;1;75
2019;Kanton;Bern / Berne;2;Bern / Berne;4;SVP;UDC;UDC;SVP;30.030827962;1;2;48;14;34;7;2;5;28.571428571
2019;Kanton;Bern / Berne;2;Bern / Berne;7;EVP;PEV;PEV;EVP;4.1766107471;0;2;48;21;27;1;1;0;100
2019;Kanton;Bern / Berne;2;Bern / Berne;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;0.617153166;0;1;22;12;10;0;0;0;
2019;Kanton;Bern / Berne;2;Bern / Berne;13;GRÜNE;VERT-E-S;VERDI;GREENS;13.585042099;0;2;48;29;19;4;3;1;75
2019;Kanton;Bern / Berne;2;Bern / Berne;14;SD;DS;DS;SD;0.3660472065;0;1;12;4;8;0;0;0;
2019;Kanton;Bern / Berne;2;Bern / Berne;16;EDU;UDF;UDF;EDU;2.4518860037;0;1;24;4;20;1;0;1;0
2019;Kanton;Bern / Berne;2;Bern / Berne;31;GLP;PVL;PVL;GLP;9.7351709065;0;3;72;36;36;3;2;1;66.666666667
2019;Kanton;Bern / Berne;2;Bern / Berne;32;BDP;PBD;PBD;BDP;8.0414389679;0;2;48;16;32;2;1;1;50
2019;Kanton;Bern / Berne;2;Bern / Berne;35;Übrige;Autres;Rimanenti;Others;3.9401224343;0;11;131;56;75;0;0;0;
2023;Kanton;Bern / Berne;2;Bern / Berne;1;FDP;PLR;PLR;FDP;7.4991911215;0;2;48;21;27;1;0;1;0
2023;Kanton;Bern / Berne;2;Bern / Berne;2;CVP;PDC;PPD;CVP;;;;;;;;;;
2023;Kanton;Bern / Berne;2;Bern / Berne;3;SP;PS;PS;SP;20.683503208;0;3;72;36;36;5;4;1;80
2023;Kanton;Bern / Berne;2;Bern / Berne;4;SVP;UDC;UDC;SVP;30.864587477;1;2;48;14;34;8;2;6;25
2023;Kanton;Bern / Berne;2;Bern / Berne;7;EVP;PEV;PEV;EVP;4.2524555507;0;4;96;48;48;1;0;1;0
2023;Kanton;Bern / Berne;2;Bern / Berne;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;;;;;;;;;;
2023;Kanton;Bern / Berne;2;Bern / Berne;13;GRÜNE;VERT-E-S;VERDI;GREENS;10.754047063;0;3;71;43;28;3;2;1;66.666666667
2023;Kanton;Bern / Berne;2;Bern / Berne;14;SD;DS;DS;SD;0.339137465;0;1;12;4;8;0;0;0;
2023;Kanton;Bern / Berne;2;Bern / Berne;16;EDU;UDF;UDF;EDU;3.9299033975;0;3;72;27;45;1;0;1;0
2023;Kanton;Bern / Berne;2;Bern / Berne;31;GLP;PVL;PVL;GLP;10.488498305;0;9;132;65;67;3;2;1;66.666666667
2023;Kanton;Bern / Berne;2;Bern / Berne;32;BDP;PBD;PBD;BDP;;;;;;;;;;
2023;Kanton;Bern / Berne;2;Bern / Berne;34;Mitte;Centre;Centro;Centre;8.1374040243;0;6;141;47;94;2;0;2;0
2023;Kanton;Bern / Berne;2;Bern / Berne;35;Übrige;Autres;Rimanenti;Others;3.0512723886;0;6;84;23;61;0;0;0;
1991;Kanton;Luzern;3;Luzern;1;FDP;PLR;PLR;FDP;27.856042937;0;1;9;3;6;2;0;2;0
1991;Kanton;Luzern;3;Luzern;2;CVP;PDC;PPD;CVP;48.617879039;1;3;22;6;16;5;2;3;40
1991;Kanton;Luzern;3;Luzern;3;SP;PS;PS;SP;11.028171373;0;1;9;5;4;1;0;1;0
1991;Kanton;Luzern;3;Luzern;13;GRÜNE;VERT-E-S;VERDI;GREENS;9.2830330484;0;1;9;4;5;1;1;0;100
1991;Kanton;Luzern;3;Luzern;14;SD;DS;DS;SD;2.816830935;0;1;7;2;5;0;0;0;
1991;Kanton;Luzern;3;Luzern;35;Übrige;Autres;Rimanenti;Others;0.3980426676;0;1;1;0;1;0;0;0;
1995;Kanton;Luzern;3;Luzern;1;FDP;PLR;PLR;FDP;25.483477808;0;1;10;3;7;3;0;3;0
1995;Kanton;Luzern;3;Luzern;2;CVP;PDC;PPD;CVP;37.314727323;1;1;10;3;7;4;2;2;50
1995;Kanton;Luzern;3;Luzern;3;SP;PS;PS;SP;11.675590796;0;1;10;5;5;1;0;1;0
1995;Kanton;Luzern;3;Luzern;4;SVP;UDC;UDC;SVP;14.094554684;0;1;10;1;9;1;0;1;0
1995;Kanton;Luzern;3;Luzern;12;FGA;AVF;AVF;FGA;0.8153595443;0;1;5;5;0;0;0;0;
1995;Kanton;Luzern;3;Luzern;13;GRÜNE;VERT-E-S;VERDI;GREENS;8.0507054855;0;2;15;8;7;1;1;0;100
1995;Kanton;Luzern;3;Luzern;14;SD;DS;DS;SD;2.208801793;0;1;4;0;4;0;0;0;
1995;Kanton;Luzern;3;Luzern;35;Übrige;Autres;Rimanenti;Others;0.3567825662;0;2;4;1;3;0;0;0;
1999;Kanton;Luzern;3;Luzern;1;FDP;PLR;PLR;FDP;22.644584952;0;2;19;4;15;2;0;2;0
1999;Kanton;Luzern;3;Luzern;2;CVP;PDC;PPD;CVP;33.816633134;1;2;19;6;13;4;1;3;25
1999;Kanton;Luzern;3;Luzern;3;SP;PS;PS;SP;9.9969531464;0;1;10;5;5;1;0;1;0
1999;Kanton;Luzern;3;Luzern;4;SVP;UDC;UDC;SVP;22.753449114;0;1;10;0;10;2;0;2;0
1999;Kanton;Luzern;3;Luzern;8;CSP;PCS;PCS;CSP;0.5396204275;0;1;6;1;5;0;0;0;
1999;Kanton;Luzern;3;Luzern;13;GRÜNE;VERT-E-S;VERDI;GREENS;7.989135407;0;1;10;5;5;1;1;0;100
1999;Kanton;Luzern;3;Luzern;14;SD;DS;DS;SD;0.8370034069;0;1;4;0;4;0;0;0;
1999;Kanton;Luzern;3;Luzern;35;Übrige;Autres;Rimanenti;Others;1.4226204116;0;2;12;2;10;0;0;0;
2003;Kanton;Luzern;3;Luzern;1;FDP;PLR;PLR;FDP;23.071470993;0;3;22;4;18;2;0;2;0
2003;Kanton;Luzern;3;Luzern;2;CVP;PDC;PPD;CVP;29.422160279;1;2;16;6;10;3;0;3;0
2003;Kanton;Luzern;3;Luzern;3;SP;PS;PS;SP;11.120300458;0;1;10;5;5;1;0;1;0
2003;Kanton;Luzern;3;Luzern;4;SVP;UDC;UDC;SVP;22.914060891;0;2;14;0;14;3;0;3;0
2003;Kanton;Luzern;3;Luzern;7;EVP;PEV;PEV;EVP;0.8087475772;0;1;5;1;4;0;0;0;
2003;Kanton;Luzern;3;Luzern;13;GRÜNE;VERT-E-S;VERDI;GREENS;9.7914188521;0;2;19;9;10;1;1;0;100
2003;Kanton;Luzern;3;Luzern;14;SD;DS;DS;SD;0.3520030223;0;1;3;0;3;0;0;0;
2003;Kanton;Luzern;3;Luzern;35;Übrige;Autres;Rimanenti;Others;2.5198379272;0;2;13;4;9;0;0;0;
2007;Kanton;Luzern;3;Luzern;1;FDP;PLR;PLR;FDP;21.813288341;0;3;29;5;24;2;0;2;0
2007;Kanton;Luzern;3;Luzern;2;CVP;PDC;PPD;CVP;30.221132916;1;3;22;7;15;3;1;2;33.333333333
2007;Kanton;Luzern;3;Luzern;3;SP;PS;PS;SP;11.488713065;0;3;27;16;11;1;0;1;0
2007;Kanton;Luzern;3;Luzern;4;SVP;UDC;UDC;SVP;25.271784894;0;3;23;2;21;3;1;2;33.333333333
2007;Kanton;Luzern;3;Luzern;7;EVP;PEV;PEV;EVP;0.7487547517;0;1;6;1;5;0;0;0;
2007;Kanton;Luzern;3;Luzern;13;GRÜNE;VERT-E-S;VERDI;GREENS;9.4620072956;0;2;19;8;11;1;0;1;0
2007;Kanton;Luzern;3;Luzern;35;Übrige;Autres;Rimanenti;Others;0.9943187381;0;1;7;3;4;0;0;0;
2011;Kanton;Luzern;3;Luzern;1;FDP;PLR;PLR;FDP;18.374054577;0;2;16;5;11;2;0;2;0
2011;Kanton;Luzern;3;Luzern;2;CVP;PDC;PPD;CVP;27.11012371;1;3;22;5;17;3;1;2;33.333333333
2011;Kanton;Luzern;3;Luzern;3;SP;PS;PS;SP;11.46693374;0;3;26;13;13;1;1;0;100
2011;Kanton;Luzern;3;Luzern;4;SVP;UDC;UDC;SVP;25.098854214;0;2;18;3;15;2;1;1;50
2011;Kanton;Luzern;3;Luzern;7;EVP;PEV;PEV;EVP;0.7456409962;0;1;8;1;7;0;0;0;
2011;Kanton;Luzern;3;Luzern;13;GRÜNE;VERT-E-S;VERDI;GREENS;8.2754600471;0;2;18;9;9;1;0;1;0
2011;Kanton;Luzern;3;Luzern;14;SD;DS;DS;SD;0.2127855842;0;1;2;0;2;0;0;0;
2011;Kanton;Luzern;3;Luzern;31;GLP;PVL;PVL;GLP;6.121093214;0;1;10;1;9;1;0;1;0
2011;Kanton;Luzern;3;Luzern;32;BDP;PBD;PBD;BDP;2.1383982245;0;1;3;0;3;0;0;0;
2011;Kanton;Luzern;3;Luzern;35;Übrige;Autres;Rimanenti;Others;0.4566556928;0;2;6;3;3;0;0;0;
2015;Kanton;Luzern;3;Luzern;1;FDP;PLR;PLR;FDP;18.465891575;0;2;19;6;13;2;0;2;0
2015;Kanton;Luzern;3;Luzern;2;CVP;PDC;PPD;CVP;23.851643523;0;3;21;7;14;3;2;1;66.666666667
2015;Kanton;Luzern;3;Luzern;3;SP;PS;PS;SP;13.55905637;0;3;28;13;15;1;1;0;100
2015;Kanton;Luzern;3;Luzern;4;SVP;UDC;UDC;SVP;28.515046098;1;4;29;4;25;3;1;2;33.333333333
2015;Kanton;Luzern;3;Luzern;7;EVP;PEV;PEV;EVP;0.6309785665;0;1;5;2;3;0;0;0;
2015;Kanton;Luzern;3;Luzern;13;GRÜNE;VERT-E-S;VERDI;GREENS;7.0726947628;0;2;20;11;9;1;0;1;0
2015;Kanton;Luzern;3;Luzern;14;SD;DS;DS;SD;0.0872851207;0;1;1;0;1;0;0;0;
2015;Kanton;Luzern;3;Luzern;31;GLP;PVL;PVL;GLP;5.7690636275;0;2;20;6;14;0;0;0;
2015;Kanton;Luzern;3;Luzern;32;BDP;PBD;PBD;BDP;1.3672192743;0;1;10;4;6;0;0;0;
2015;Kanton;Luzern;3;Luzern;35;Übrige;Autres;Rimanenti;Others;0.6811210827;0;2;6;1;5;0;0;0;
2019;Kanton;Luzern;3;Luzern;1;FDP;PLR;PLR;FDP;15.558173557;0;3;26;15;11;1;0;1;0
2019;Kanton;Luzern;3;Luzern;2;CVP;PDC;PPD;CVP;25.490116765;1;8;57;22;35;3;2;1;66.666666667
2019;Kanton;Luzern;3;Luzern;3;SP;PS;PS;SP;13.517649597;0;6;49;26;23;1;1;0;100
2019;Kanton;Luzern;3;Luzern;4;SVP;UDC;UDC;SVP;24.746008953;0;7;55;16;39;2;1;1;50
2019;Kanton;Luzern;3;Luzern;7;EVP;PEV;PEV;EVP;0.7121693229;0;1;9;3;6;0;0;0;
2019;Kanton;Luzern;3;Luzern;13;GRÜNE;VERT-E-S;VERDI;GREENS;12.228227894;0;3;26;14;12;1;0;1;0
2019;Kanton;Luzern;3;Luzern;14;SD;DS;DS;SD;0.1488215624;0;1;2;0;2;0;0;0;
2019;Kanton;Luzern;3;Luzern;31;GLP;PVL;PVL;GLP;7.0978446997;0;3;23;10;13;1;0;1;0
2019;Kanton;Luzern;3;Luzern;35;Übrige;Autres;Rimanenti;Others;0.5009876493;0;1;5;2;3;0;0;0;
