id,date,titre_court_de,titre_court_fr,titre_court_en,titre_complet_de,titre_complet_fr,mot_cle,swissvoteslink,forme,d1e1,d1e2,d1e3,d2e1,d2e2,d2e3,d3e1,d3e2,d3e3,cf-pos,legislature,annee_legislatur,info_br-de,info_br-fr,info_br-en,info_amt-de,info_amt-fr,info_amt-en,easyvideo_de,easyvideo_fr,p-fdp,p-sps,p-svp,p-mitte,p-evp,p-gps,p-glp,p-pda,p-sd,p-edu,p-fps,p-lega,p-kvp,p-mcg,p-ucsp,p-cvp,p-bdp,p-lps,p-ldu,p-poch,p-rep,p-eco,p-sgv,p-sbv,p-sgb,p-travs,p-sav,p-vsa,p-vpod,p-voev,p-tcs,p-vcs,p-acs,p-sbk,p-ssv,p-gem,p-kdk,p-kkjpd,p-gdk,p-ldk,p-vdk,p-sodk,p-endk,p-fdk,p-edk,p-bpuk,w-fdp,w-sp,w-svp,w-mitte,w-evp,w-gps,w-glp,w-csp,w-pda,w-sd,w-edu,w-fps,w-lega,w-kvp,w-mcg,w-cvp,w-bdp,w-lps,w-ldu,w-poch,w-rep,w-ubrige,ja-lager,nein-lager,keinepar-summe,freigabe-summe,unbekannt-summe,neutral-summe,poster_ja_mfg,poster_nein_mfg,volk,stand,annahme,berecht,stimmen,bet,leer,ungultig,gultig,volkja,volknein,volkja-proz,kt-ja,kt-nein,ktjaproz,zh-berecht,zh-stimmen,zh-bet,zh-gultig,zh-ja,zh-nein,zh-japroz,zh-annahme,be-berecht,be-stimmen,be-bet,be-gultig,be-ja,be-nein,be-japroz,be-annahme,lu-berecht,lu-stimmen,lu-bet,lu-gultig,lu-ja,lu-nein,lu-japroz,lu-annahme,ur-berecht,ur-stimmen,ur-bet,ur-gultig,ur-ja,ur-nein,ur-japroz,ur-annahme,sz-berecht,sz-stimmen,sz-bet,sz-gultig,sz-ja,sz-nein,sz-japroz,sz-annahme,ow-berecht,ow-stimmen,ow-bet,ow-gultig,ow-ja,ow-nein,ow-japroz,ow-annahme,nw-berecht,nw-stimmen,nw-bet,nw-gultig,nw-ja,nw-nein,nw-japroz,nw-annahme,gl-berecht,gl-stimmen,gl-bet,gl-gultig,gl-ja,gl-nein,gl-japroz,gl-annahme,zg-berecht,zg-stimmen,zg-bet,zg-gultig,zg-ja,zg-nein,zg-japroz,zg-annahme,fr-berecht,fr-stimmen,fr-bet,fr-gultig,fr-ja,fr-nein,fr-japroz,fr-annahme,so-berecht,so-stimmen,so-bet,so-gultig,so-ja,so-nein,so-japroz,so-annahme,bs-berecht,bs-stimmen,bs-bet,bs-gultig,bs-ja,bs-nein,bs-japroz,bs-annahme,bl-berecht,bl-stimmen,bl-bet,bl-gultig,bl-ja,bl-nein,bl-japroz,bl-annahme,sh-berecht,sh-stimmen,sh-bet,sh-gultig,sh-ja,sh-nein,sh-japroz,sh-annahme,ar-berecht,ar-stimmen,ar-bet,ar-gultig,ar-ja,ar-nein,ar-japroz,ar-annahme,ai-berecht,ai-stimmen,ai-bet,ai-gultig,ai-ja,ai-nein,ai-japroz,ai-annahme,sg-berecht,sg-stimmen,sg-bet,sg-gultig,sg-ja,sg-nein,sg-japroz
314,04.12.1983,Reform der Bürgerrechtsregelung in der Bundesverfassung,Révision du droit de la nationalité dans la constitution,,Bundesbeschluss über Änderungen der Bürgerrechtsregelung in der Bundesverfassung,Arrêté fédéral sur la révision du droit de la nationalité dans la constitution fédérale,.,https://swissvotes.ch/vote/314.00,1.00,1.00,1.60,1.63,10.00,10.30,10.31,10.00,10.30,10.33,1.00,42.00,1983-1987,,,,,,,.,.,1.00,1.00,1.00,9999.00,1.00,.,9999.00,1.00,2.00,2.00,9999.00,9999.00,9999.00,9999.00,.,1.00,9999.00,1.00,1.00,1.00,1.00,.,1.00,.,1.00,1.00,3.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.33,22.84,11.08,.,2.08,1.89,.,0.40,0.89,2.94,0.39,.,.,.,.,20.22,.,2.82,3.99,2.23,0.52,4.40,90.01,3.33,0.00,0.00,6.69,.,.,.,1.00,1.00,1.00,4073941.00,1459793.00,35.83,22557.00,1698.00,1435538.00,872981.00,562557.00,60.81,20.50,2.50,89.13,717854.00,316254.00,44.06,310454.00,195920.00,114534.00,63.11,1.00,626559.00,243738.00,38.90,240830.00,145343.00,95487.00,60.35,1.00,194171.00,61611.00,31.73,60490.00,34443.00,26047.00,56.94,1.00,22551.00,7410.00,32.86,7175.00,3778.00,3397.00,52.66,1.00,63266.00,21781.00,34.43,21383.00,10401.00,10982.00,48.64,0.00,17407.00,5259.00,30.21,5170.00,2556.00,2614.00,49.44,0.00,20397.00,6447.00,31.61,6350.00,3503.00,2847.00,55.17,1.00,23051.00,7432.00,32.24,7372.00,4024.00,3348.00,54.58,1.00,47866.00,18886.00,39.46,18702.00,11544.00,7158.00,61.73,1.00,122733.00,34049.00,27.74,33767.00,19285.00,14482.00,57.11,1.00,144353.00,62569.00,43.34,61096.00,34719.00,26377.00,56.83,1.00,137307.00,48254.00,35.14,47667.00,31565.00,16102.00,66.22,1.00,143737.00,40579.00,28.23,40186.00,26649.00,13537.00,66.31,1.00,44585.00,31157.00,69.88,28751.00,18121.00,10630.00,63.03,1.00,31512.00,10530.00,33.42,10441.00,6106.00,4335.00,58.48,1.00,8703.00,2734.00,31.41,2711.00,1383.00,1328.00,51.01,1.00,245087.00,69727.00,28.45,69166.00,44496.00,24670.00,64.33
315,04.12.1983,Bundesbeschluss über die Erleichterung gewisser Einbürgerungen,Arrêté tendant à faciliter certaines naturalisations,,Bundesbeschluss über die Erleichterung gewisser Einbürgerungen,Arrêté fédéral tendant à faciliter certaines naturalisations,.,https://swissvotes.ch/vote/315.00,1.00,1.00,1.60,1.63,10.00,10.30,10.31,.,.,.,1.00,42.00,1983-1987,,,,,,,.,.,1.00,1.00,1.00,9999.00,1.00,.,9999.00,1.00,2.00,2.00,9999.00,9999.00,9999.00,9999.00,.,1.00,9999.00,1.00,1.00,1.00,2.00,.,1.00,.,1.00,1.00,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.33,22.84,11.08,.,2.08,1.89,.,0.40,0.89,2.94,0.39,.,.,.,.,20.22,.,2.82,3.99,2.23,0.52,4.40,89.50,3.84,0.00,0.00,6.69,.,.,.,0.00,0.00,0.00,4073941.00,1461270.00,35.87,21687.00,1661.00,1437922.00,644669.00,793253.00,44.83,5.00,18.00,21.74,717854.00,317419.00,44.22,311757.00,156503.00,155254.00,50.20,1.00,626559.00,243718.00,38.90,240919.00,103130.00,137789.00,42.81,0.00,194171.00,61606.00,31.73,60596.00,27985.00,32611.00,46.18,0.00,22551.00,7379.00,32.72,7112.00,2859.00,4253.00,40.20,0.00,63266.00,21792.00,34.45,21449.00,7856.00,13593.00,36.63,0.00,17407.00,5263.00,30.23,5184.00,1948.00,3236.00,37.58,0.00,20397.00,6384.00,31.30,6275.00,2318.00,3957.00,36.94,0.00,23051.00,7426.00,32.22,7363.00,2604.00,4759.00,35.37,0.00,47866.00,18922.00,39.53,18733.00,8172.00,10561.00,43.62,0.00,122733.00,34045.00,27.74,33687.00,13519.00,20168.00,40.13,0.00,144353.00,62572.00,43.35,61175.00,25493.00,35682.00,41.67,0.00,137307.00,48294.00,35.17,47809.00,24960.00,22849.00,52.21,1.00,143737.00,40928.00,28.47,40513.00,20541.00,19972.00,50.70,1.00,44585.00,31038.00,69.62,29072.00,14197.00,14875.00,48.83,0.00,31512.00,10547.00,33.47,10454.00,4135.00,6319.00,39.55,0.00,8703.00,2710.00,31.14,2681.00,995.00,1686.00,37.11,0.00,245087.00,69772.00,28.47,69102.00,31410.00,37692.00,45.45
316,26.02.1984,Einführung einer Schwerverkehrsabgabe,Introduction d'une redevance sur le trafic des poids lourds,,Bundesbeschluss über die Erhebung einer Schwerverkehrsabgabe,Arrêté fédéral concernant la perception d'une redevance sur le trafic des poids lourds,.,https://swissvotes.ch/vote/316.00,1.00,8.00,8.20,8.22,6.00,6.10,6.14,9.00,9.30,9.31,1.00,42.00,1983-1987,,,,,,,.,.,1.00,1.00,1.00,9999.00,1.00,1.00,9999.00,1.00,1.00,1.00,9999.00,9999.00,9999.00,9999.00,.,1.00,9999.00,2.00,1.00,1.00,.,2.00,2.00,1.00,1.00,1.00,.,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.33,22.84,11.08,.,2.08,1.89,.,0.40,0.89,2.94,0.39,.,.,.,.,20.22,.,2.82,3.99,2.23,0.52,4.40,91.89,2.82,0.00,0.00,5.32,.,.,.,1.00,1.00,1.00,4087215.00,2156592.00,52.76,17124.00,2223.00,2137245.00,1254489.00,882756.00,58.70,15.50,7.50,67.39,719682.00,402256.00,55.89,399320.00,269734.00,129586.00,67.55,1.00,628122.00,332691.00,52.97,330306.00,197274.00,133032.00,59.72,1.00,194852.00,107886.00,55.37,107205.00,63744.00,43461.00,59.46,1.00,22559.00,12136.00,53.80,11991.00,8466.00,3525.00,70.60,1.00,63548.00,32781.00,51.58,32609.00,14490.00,18119.00,44.44,0.00,17483.00,9163.00,52.41,9086.00,4294.00,4792.00,47.26,0.00,20534.00,12052.00,58.69,11957.00,6792.00,5165.00,56.80,1.00,23082.00,12817.00,55.53,12742.00,7264.00,5478.00,57.01,1.00,48165.00,30257.00,62.82,30080.00,16943.00,13137.00,56.33,1.00,123390.00,65325.00,52.94,64601.00,31869.00,32732.00,49.33,0.00,144732.00,85306.00,58.94,84110.00,51171.00,32939.00,60.84,1.00,137256.00,71759.00,52.28,70956.00,50870.00,20086.00,71.69,1.00,144725.00,78810.00,54.46,78146.00,48314.00,29832.00,61.83,1.00,44757.00,34932.00,78.05,34097.00,20398.00,13699.00,59.82,1.00,31585.00,17999.00,56.99,17878.00,9594.00,8284.00,53.66,1.00,8719.00,4685.00,53.73,4647.00,2474.00,2173.00,53.24,1.00,245740.00,126705.00,51.56,126019.00,74725.00,51294.00,59.30
317,26.02.1984,Einführung der Autobahnvignette,Introduction de la vignette autoroutière,,Bundesbeschluss über eine Abgabe für die Benützung der Nationalstrassen,Arrêté fédéral relatif à une redevance pour l'utilisation des routes nationales,.,https://swissvotes.ch/vote/317.00,1.00,8.00,8.20,.,6.00,6.10,6.14,.,.,.,1.00,42.00,1983-1987,,,,,,,.,.,2.00,1.00,1.00,9999.00,1.00,1.00,9999.00,2.00,1.00,2.00,9999.00,9999.00,9999.00,9999.00,.,1.00,9999.00,2.00,2.00,1.00,.,2.00,2.00,1.00,1.00,1.00,.,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.33,22.84,11.08,.,2.08,1.89,.,0.40,0.89,2.94,0.39,.,.,.,.,20.22,.,2.82,3.99,2.23,0.52,4.40,63.28,31.43,0.00,0.00,5.32,.,.,.,1.00,1.00,1.00,4087215.00,2157456.00,52.79,17706.00,2202.00,2137548.00,1132497.00,1005051.00,52.98,16.00,7.00,69.57,719682.00,402810.00,55.97,398830.00,232810.00,166020.00,58.37,1.00,628122.00,332691.00,52.97,330558.00,190763.00,139795.00,57.71,1.00,194852.00,107892.00,55.37,107217.00,62359.00,44858.00,58.16,1.00,22559.00,12131.00,53.77,11965.00,8160.00,3805.00,68.20,1.00,63548.00,32777.00,51.58,32620.00,14962.00,17658.00,45.87,0.00,17483.00,9180.00,52.51,9101.00,4993.00,4108.00,54.86,1.00,20534.00,12065.00,58.76,11972.00,7137.00,4835.00,59.61,1.00,23082.00,12814.00,55.52,12746.00,7326.00,5420.00,57.48,1.00,48165.00,30069.00,62.43,29894.00,15670.00,14224.00,52.42,1.00,123390.00,65330.00,52.95,64716.00,28377.00,36339.00,43.85,0.00,144732.00,85306.00,58.94,84121.00,47516.00,36605.00,56.49,1.00,137256.00,71740.00,52.27,70946.00,45148.00,25798.00,63.64,1.00,144725.00,78858.00,54.49,78214.00,42209.00,36005.00,53.97,1.00,44757.00,35103.00,78.43,34126.00,19047.00,15079.00,55.81,1.00,31585.00,17988.00,56.95,17888.00,10041.00,7847.00,56.13,1.00,8719.00,4692.00,53.81,4655.00,2641.00,2014.00,56.73,1.00,245740.00,126813.00,51.60,126106.00,73164.00,52942.00,58.02
318,26.02.1984,Zivildienst-Initiative,Initiative pour le service civil,,Volksinitiative «für einen echten Zivildienst auf der Grundlage des Tatbeweises»,Initiative populaire «pour un authentique service civil fondé sur la preuve par l'acte»,.,https://swissvotes.ch/vote/318.00,3.00,3.00,3.20,3.25,.,.,.,.,.,.,2.00,42.00,1983-1987,,,,,,,.,.,2.00,1.00,2.00,9999.00,1.00,1.00,9999.00,1.00,2.00,2.00,9999.00,9999.00,9999.00,9999.00,.,2.00,9999.00,2.00,1.00,1.00,.,.,2.00,2.00,1.00,5.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.33,22.84,11.08,.,2.08,1.89,.,0.40,0.89,2.94,0.39,.,.,.,.,20.22,.,2.82,3.99,2.23,0.52,4.40,33.93,60.78,0.00,0.00,5.32,.,https://www.emuseum.ch/objects/229154/ https://www.emuseum.ch/objects/229155/ https://www.emuseum.ch/objects/229156/,.,0.00,0.00,0.00,4087215.00,2156780.00,52.77,21464.00,2421.00,2132895.00,771413.00,1361482.00,36.17,1.50,21.50,6.52,719682.00,402220.00,55.89,397416.00,162249.00,235167.00,40.83,0.00,628122.00,332692.00,52.97,329495.00,108878.00,220617.00,33.04,0.00,194852.00,107893.00,55.37,106913.00,32260.00,74653.00,30.17,0.00,22559.00,12113.00,53.69,11940.00,3310.00,8630.00,27.72,0.00,63548.00,32779.00,51.58,32548.00,8236.00,24312.00,25.30,0.00,17483.00,9182.00,52.52,9076.00,2258.00,6818.00,24.88,0.00,20534.00,12059.00,58.73,11911.00,2906.00,9005.00,24.40,0.00,23082.00,12817.00,55.53,12724.00,3106.00,9618.00,24.41,0.00,48165.00,29981.00,62.25,29723.00,9462.00,20261.00,31.83,0.00,123390.00,65335.00,52.95,64628.00,20904.00,43724.00,32.35,0.00,144732.00,85306.00,58.94,83805.00,28884.00,54921.00,34.47,0.00,137256.00,71807.00,52.32,70859.00,37610.00,33249.00,53.08,1.00,144725.00,78840.00,54.48,77888.00,35901.00,41987.00,46.09,0.00,44757.00,35131.00,78.49,34224.00,11641.00,22583.00,34.01,0.00,31585.00,18012.00,57.03,17881.00,4164.00,13717.00,23.29,0.00,8719.00,4700.00,53.91,4653.00,694.00,3959.00,14.92,0.00,245740.00,126923.00,51.65,126011.00,34294.00,91717.00,27.22
319,20.05.1984,Initiative «gegen den Missbrauch des Bankgeheimnisses und der Bankenmacht»,Initiative «contre l'abus du secret bancaire et de la puissance des banques»,,Volksinitiative «gegen den Missbrauch des Bankgeheimnisses und der Bankenmacht»,Initiative populaire «contre l'abus du secret bancaire et de la puissance des banques»,Bankeninitiative,https://swissvotes.ch/vote/319.00,3.00,4.00,4.30,4.32,6.00,6.10,6.11,.,.,.,2.00,42.00,1983-1987,,,,,,,.,.,2.00,1.00,2.00,9999.00,2.00,1.00,9999.00,1.00,1.00,2.00,9999.00,9999.00,9999.00,9999.00,.,2.00,9999.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,5.00,2.00,2.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.33,22.84,11.08,.,2.08,1.89,.,0.40,0.89,2.94,0.39,.,.,.,.,20.22,.,2.82,3.99,2.23,0.52,4.40,30.79,64.44,0.00,0.00,4.80,.,https://www.emuseum.ch/objects/91824/ https://www.emuseum.ch/objects/174348/ https://www.emuseum.ch/objects/91883/,https://www.emuseum.ch/objects/53104/,0.00,0.00,0.00,4097762.00,1742351.00,42.52,16954.00,1796.00,1723601.00,464637.00,1258964.00,26.96,0.00,23.00,0.00,720476.00,344090.00,47.76,340690.00,101556.00,239134.00,29.81,0.00,630156.00,247854.00,39.33,245584.00,85871.00,159713.00,34.97,0.00,195756.00,87561.00,44.73,86871.00,21497.00,65374.00,24.75,0.00,22698.00,9153.00,40.33,8997.00,2619.00,6378.00,29.11,0.00,63881.00,29121.00,45.59,28777.00,5867.00,22910.00,20.39,0.00,17565.00,6537.00,37.22,6462.00,1224.00,5238.00,18.94,0.00,20765.00,8736.00,42.07,8612.00,1880.00,6732.00,21.83,0.00,23146.00,9593.00,41.45,9537.00,2310.00,7227.00,24.22,0.00,48493.00,23693.00,48.86,23561.00,5350.00,18211.00,22.71,0.00,123732.00,43217.00,34.93,42920.00,8508.00,34412.00,19.82,0.00,145145.00,69900.00,48.16,68579.00,21607.00,46972.00,31.51,0.00,137019.00,60701.00,44.30,60221.00,22354.00,37867.00,37.12,0.00,144877.00,65789.00,45.41,65036.00,21072.00,43964.00,32.40,0.00,44884.00,32423.00,72.24,31021.00,10404.00,20617.00,33.54,0.00,31612.00,15170.00,47.99,15013.00,3488.00,11525.00,23.23,0.00,8788.00,3556.00,40.46,3538.00,451.00,3087.00,12.75,0.00,246612.00,93287.00,37.83,92595.00,21078.00,71517.00,22.76
320,20.05.1984,Initiative «Gegen den Ausverkauf der Heimat»,Initiative «Contre le bradage du sol national»,,Volksinitiative «Gegen den Ausverkauf der Heimat»,Initiative populaire «Contre le bradage du sol national»,.,https://swissvotes.ch/vote/320.00,3.00,9.00,9.10,9.12,10.00,10.30,10.31,.,.,.,2.00,42.00,1983-1987,,,,,,,.,.,2.00,1.00,2.00,9999.00,1.00,1.00,9999.00,2.00,1.00,1.00,9999.00,9999.00,9999.00,9999.00,.,2.00,9999.00,2.00,1.00,2.00,1.00,2.00,2.00,2.00,5.00,2.00,2.00,2.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.33,22.84,11.08,.,2.08,1.89,.,0.40,0.89,2.94,0.39,.,.,.,.,20.22,.,2.82,3.99,2.23,0.52,4.40,34.65,60.58,0.00,0.00,4.80,.,.,https://www.emuseum.ch/objects/10055/ https://www.emuseum.ch/objects/10359/,0.00,0.00,0.00,4097762.00,1740736.00,42.48,25824.00,1961.00,1712951.00,837997.00,874954.00,48.92,8.50,14.50,36.96,720476.00,342898.00,47.59,337159.00,193665.00,143494.00,57.44,1.00,630156.00,247831.00,39.33,244773.00,142362.00,102411.00,58.16,1.00,195756.00,87540.00,44.72,86440.00,39493.00,46947.00,45.69,0.00,22698.00,9262.00,40.81,9073.00,4348.00,4725.00,47.92,0.00,63881.00,29105.00,45.56,28666.00,13147.00,15519.00,45.86,0.00,17565.00,6535.00,37.20,6454.00,2715.00,3739.00,42.07,0.00,20765.00,8728.00,42.03,8591.00,3913.00,4678.00,45.55,0.00,23146.00,9589.00,41.43,9520.00,4254.00,5266.00,44.68,0.00,48493.00,23744.00,48.96,23531.00,11635.00,11896.00,49.45,0.00,123732.00,43174.00,34.89,42634.00,14790.00,27844.00,34.69,0.00,145145.00,69900.00,48.16,68503.00,38154.00,30349.00,55.70,1.00,137019.00,60622.00,44.24,59654.00,34306.00,25348.00,57.51,1.00,144877.00,65691.00,45.34,64740.00,35050.00,29690.00,54.14,1.00,44884.00,32521.00,72.46,30854.00,18008.00,12846.00,58.37,1.00,31612.00,15159.00,47.95,15000.00,7700.00,7300.00,51.33,1.00,8788.00,3560.00,40.51,3535.00,1332.00,2203.00,37.68,0.00,246612.00,93174.00,37.78,92424.00,47143.00,45281.00,51.01
321,23.09.1984,Initiative «für eine Zukunft ohne weitere Atomkraftwerke»,Initiative «pour un avenir sans nouvelles centrales atomiques»,,Volksinitiative «für eine Zukunft ohne weitere Atomkraftwerke»,Initiative populaire «pour un avenir sans nouvelles centrales atomiques»,.,https://swissvotes.ch/vote/321.00,3.00,7.00,7.20,.,9.00,9.30,9.31,.,.,.,2.00,42.00,1983-1987,,,,,,,.,.,2.00,1.00,2.00,9999.00,2.00,1.00,9999.00,1.00,1.00,.,9999.00,9999.00,9999.00,9999.00,.,2.00,9999.00,2.00,1.00,1.00,2.00,2.00,2.00,2.00,3.00,2.00,.,2.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.33,22.84,11.08,.,2.08,1.89,.,0.40,0.89,2.94,0.39,.,.,.,.,20.22,.,2.82,3.99,2.23,0.52,4.40,34.79,60.06,0.00,0.00,5.19,.,https://www.emuseum.ch/objects/101389/ https://www.emuseum.ch/objects/101388/ https://www.emuseum.ch/objects/180812/ https://www.emuseum.ch/objects/180813/ https://www.emuseum.ch/objects/180814/,https://www.emuseum.ch/objects/220547/,0.00,0.00,0.00,4114658.00,1713477.00,41.64,17992.00,1448.00,1694037.00,762792.00,931245.00,45.03,6.00,17.00,26.09,722484.00,338759.00,46.89,334881.00,139448.00,195433.00,41.64,0.00,632438.00,253232.00,40.04,250671.00,106648.00,144023.00,42.55,0.00,196877.00,87517.00,44.45,86785.00,39390.00,47395.00,45.39,0.00,22758.00,9918.00,43.58,9704.00,4306.00,5398.00,44.37,0.00,64357.00,24620.00,38.26,24478.00,10594.00,13884.00,43.28,0.00,17670.00,7201.00,40.75,7136.00,3428.00,3708.00,48.04,0.00,20823.00,9384.00,45.07,9253.00,3987.00,5266.00,43.09,0.00,23281.00,10168.00,43.68,10087.00,4407.00,5680.00,43.69,0.00,48914.00,24891.00,50.89,24685.00,9758.00,14927.00,39.53,0.00,124421.00,37939.00,30.49,37534.00,16189.00,21345.00,43.13,0.00,145764.00,71586.00,49.11,70741.00,29353.00,41388.00,41.49,0.00,137026.00,69854.00,50.98,69405.00,51641.00,17764.00,74.41,1.00,145854.00,77802.00,53.34,77131.00,50789.00,26342.00,65.85,1.00,45015.00,32967.00,73.24,31493.00,12845.00,18648.00,40.79,0.00,31804.00,14823.00,46.61,14642.00,5821.00,8821.00,39.76,0.00,8816.00,3594.00,40.77,3568.00,1285.00,2283.00,36.01,0.00,247936.00,111816.00,45.10,110617.00,44455.00,66162.00,40.19
322,23.09.1984,Initiative «für eine umweltgerechte Energieversorgung»,Initiative «pour un approvisionnement en énergie respecteux de l'environnement»,,"Volksinitiative «für eine sichere, sparsame und umweltgerechte Energieversorgung»","Initiative populaire «pour un approvisionnement en énergie sûr, économique et respecteux de l'environnement»",.,https://swissvotes.ch/vote/322.00,3.00,7.00,7.10,.,9.00,9.30,9.31,.,.,.,2.00,42.00,1983-1987,,,,,,,.,.,2.00,1.00,2.00,9999.00,1.00,1.00,9999.00,1.00,1.00,.,9999.00,9999.00,9999.00,9999.00,.,2.00,9999.00,2.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,.,2.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.33,22.84,11.08,.,2.08,1.89,.,0.40,0.89,2.94,0.39,.,.,.,.,20.22,.,2.82,3.99,2.23,0.52,4.40,36.87,57.97,0.00,0.00,5.19,.,https://www.emuseum.ch/objects/101389/ https://www.emuseum.ch/objects/101388/ https://www.emuseum.ch/objects/180812/ https://www.emuseum.ch/objects/180813/ https://www.emuseum.ch/objects/180814/,https://www.emuseum.ch/objects/220547/,0.00,0.00,0.00,4114658.00,1712397.00,41.62,20212.00,1502.00,1690683.00,773767.00,916916.00,45.77,6.00,17.00,26.09,722484.00,338247.00,46.82,333515.00,149432.00,184083.00,44.81,0.00,632438.00,253234.00,40.04,250510.00,109942.00,140568.00,43.89,0.00,196877.00,87510.00,44.45,86641.00,39678.00,46963.00,45.80,0.00,22758.00,9958.00,43.76,9730.00,4344.00,5386.00,44.65,0.00,64357.00,24618.00,38.25,24453.00,10156.00,14297.00,41.53,0.00,17670.00,7201.00,40.75,7125.00,3211.00,3914.00,45.07,0.00,20823.00,9397.00,45.13,9269.00,3883.00,5386.00,41.89,0.00,23281.00,10180.00,43.73,10100.00,4199.00,5901.00,41.57,0.00,48914.00,24893.00,50.89,24661.00,9971.00,14690.00,40.43,0.00,124421.00,37938.00,30.49,37524.00,15738.00,21786.00,41.94,0.00,145764.00,71586.00,49.11,70701.00,28712.00,41989.00,40.61,0.00,137026.00,69820.00,50.95,69294.00,49299.00,19995.00,71.14,1.00,145854.00,77742.00,53.30,76989.00,47787.00,29202.00,62.07,1.00,45015.00,32905.00,73.10,31321.00,13373.00,17948.00,42.70,0.00,31804.00,14766.00,46.43,14565.00,5828.00,8737.00,40.01,0.00,8816.00,3586.00,40.68,3562.00,1263.00,2299.00,35.46,0.00,247936.00,111574.00,45.00,110282.00,44663.00,65619.00,40.50
323,02.12.1984,Initiative «für einen wirksamen Schutz der Mutterschaft»,Initiative «pour une protection efficace de la maternité»,,Volksinitiative «für einen wirksamen Schutz der Mutterschaft»,Initiative populaire «pour une protection efficace de la maternité»,.,https://swissvotes.ch/vote/323.00,3.00,10.00,10.20,10.25,10.00,10.30,10.33,.,.,.,2.00,42.00,1983-1987,,,,,,,.,.,2.00,1.00,2.00,9999.00,2.00,2.00,9999.00,1.00,2.00,2.00,9999.00,9999.00,9999.00,9999.00,.,2.00,9999.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,2.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.33,22.84,11.08,.,2.08,1.89,.,0.40,0.89,2.94,0.39,.,.,.,.,20.22,.,2.82,3.99,2.23,0.52,4.40,25.96,69.27,0.00,0.00,4.80,.,https://www.emuseum.ch/objects/14781/,.,0.00,0.00,0.00,4123190.00,1552010.00,37.64,19166.00,2428.00,1530416.00,241442.00,1288974.00,15.78,0.00,23.00,0.00,724492.00,295704.00,40.82,292385.00,49186.00,243199.00,16.82,0.00,633479.00,233872.00,36.92,231458.00,35655.00,195803.00,15.40,0.00,197394.00,71947.00,36.45,71447.00,7495.00,63952.00,10.49,0.00,22791.00,8399.00,36.85,8280.00,940.00,7340.00,11.35,0.00,64488.00,23327.00,36.17,23243.00,1656.00,21587.00,7.12,0.00,17738.00,6835.00,38.53,6770.00,529.00,6241.00,7.81,0.00,20934.00,7840.00,37.45,7767.00,570.00,7197.00,7.34,0.00,23317.00,7785.00,33.39,7715.00,764.00,6951.00,9.90,0.00,49172.00,24357.00,49.53,24194.00,2556.00,21638.00,10.56,0.00,124785.00,36269.00,29.07,35982.00,5096.00,30886.00,14.16,0.00,146000.00,55462.00,37.99,54447.00,8061.00,46386.00,14.81,0.00,136793.00,48701.00,35.60,48328.00,9631.00,38697.00,19.93,0.00,146242.00,53109.00,36.32,52693.00,7572.00,45121.00,14.37,0.00,45061.00,32364.00,71.82,30532.00,5278.00,25254.00,17.29,0.00,31737.00,13394.00,42.20,13316.00,1116.00,12200.00,8.38,0.00,8833.00,3175.00,35.94,3154.00,157.00,2997.00,4.98,0.00,248424.00,86491.00,34.82,85866.00,7943.00,77923.00,9.25
