id,date,titre_court_de,titre_court_fr,titre_court_en,titre_complet_de,titre_complet_fr,mot_cle,swissvoteslink,forme,d1e1,d1e2,d1e3,d2e1,d2e2,d2e3,d3e1,d3e2,d3e3,cf-pos,legislature,annee_legislatur,info_br-de,info_br-fr,info_br-en,info_amt-de,info_amt-fr,info_amt-en,easyvideo_de,easyvideo_fr,p-fdp,p-sps,p-svp,p-mitte,p-evp,p-gps,p-glp,p-pda,p-sd,p-edu,p-fps,p-lega,p-kvp,p-mcg,p-ucsp,p-cvp,p-bdp,p-lps,p-ldu,p-poch,p-rep,p-eco,p-sgv,p-sbv,p-sgb,p-travs,p-sav,p-vsa,p-vpod,p-voev,p-tcs,p-vcs,p-acs,p-sbk,p-ssv,p-gem,p-kdk,p-kkjpd,p-gdk,p-ldk,p-vdk,p-sodk,p-endk,p-fdk,p-edk,p-bpuk,w-fdp,w-sp,w-svp,w-mitte,w-evp,w-gps,w-glp,w-csp,w-pda,w-sd,w-edu,w-fps,w-lega,w-kvp,w-mcg,w-cvp,w-bdp,w-lps,w-ldu,w-poch,w-rep,w-ubrige,ja-lager,nein-lager,keinepar-summe,freigabe-summe,unbekannt-summe,neutral-summe,poster_ja_mfg,poster_nein_mfg,volk,stand,annahme,berecht,stimmen,bet,leer,ungultig,gultig,volkja,volknein,volkja-proz,kt-ja,kt-nein,ktjaproz,zh-berecht,zh-stimmen,zh-bet,zh-gultig,zh-ja,zh-nein,zh-japroz,zh-annahme,be-berecht,be-stimmen,be-bet,be-gultig,be-ja,be-nein,be-japroz,be-annahme,lu-berecht,lu-stimmen,lu-bet,lu-gultig,lu-ja,lu-nein,lu-japroz,lu-annahme,ur-berecht,ur-stimmen,ur-bet,ur-gultig,ur-ja,ur-nein,ur-japroz,ur-annahme,sz-berecht,sz-stimmen,sz-bet,sz-gultig,sz-ja,sz-nein,sz-japroz,sz-annahme,ow-berecht,ow-stimmen,ow-bet,ow-gultig,ow-ja,ow-nein,ow-japroz,ow-annahme,nw-berecht,nw-stimmen,nw-bet,nw-gultig,nw-ja,nw-nein,nw-japroz,nw-annahme,gl-berecht,gl-stimmen,gl-bet,gl-gultig,gl-ja,gl-nein,gl-japroz,gl-annahme,zg-berecht,zg-stimmen,zg-bet,zg-gultig,zg-ja,zg-nein,zg-japroz,zg-annahme,fr-berecht,fr-stimmen,fr-bet,fr-gultig,fr-ja,fr-nein,fr-japroz,fr-annahme,so-berecht,so-stimmen,so-bet,so-gultig,so-ja,so-nein,so-japroz,so-annahme,bs-berecht,bs-stimmen,bs-bet,bs-gultig,bs-ja,bs-nein,bs-japroz,bs-annahme,bl-berecht,bl-stimmen,bl-bet,bl-gultig,bl-ja,bl-nein,bl-japroz,bl-annahme,sh-berecht,sh-stimmen,sh-bet,sh-gultig,sh-ja,sh-nein,sh-japroz,sh-annahme,ar-berecht,ar-stimmen,ar-bet,ar-gultig,ar-ja,ar-nein,ar-japroz,ar-annahme,ai-berecht,ai-stimmen,ai-bet,ai-gultig,ai-ja,ai-nein,ai-japroz,ai-annahme,sg-berecht,sg-stimmen,sg-bet,sg-gultig,sg-ja,sg-nein,sg-japroz
421,12.03.1995,Ausgabenbremse,Frein aux dépenses,,Bundesbeschluss über eine Ausgabenbremse,Arrêté fédéral instituant un frein aux dépenses,.,https://swissvotes.ch/vote/421.00,1.00,6.00,6.30,.,1.00,1.20,1.23,1.00,1.30,1.32,1.00,44.00,1991-1995,,,,,,,.,.,1.00,5.00,1.00,9999.00,1.00,2.00,9999.00,2.00,1.00,1.00,1.00,4.00,.,9999.00,.,1.00,9999.00,1.00,1.00,9999.00,9999.00,1.00,1.00,.,.,2.00,1.00,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.99,18.49,11.90,.,1.89,6.07,.,0.39,0.78,3.39,1.00,5.07,1.38,.,.,18.00,.,3.04,2.83,0.22,.,4.60,68.10,6.85,0.00,18.49,5.22,.,.,.,1.00,1.00,1.00,4583930.00,1735266.00,37.86,61545.00,5665.00,1668056.00,1390831.00,277225.00,83.38,23.00,0.00,100.00,771023.00,371992.00,48.25,355482.00,307433.00,48049.00,86.48,1.00,675990.00,265830.00,39.32,257846.00,218222.00,39624.00,84.63,1.00,227122.00,103416.00,45.53,100231.00,82631.00,17600.00,82.44,1.00,25403.00,8866.00,34.90,8496.00,6520.00,1976.00,76.74,1.00,79220.00,26524.00,33.48,25941.00,20138.00,5803.00,77.63,1.00,21175.00,7493.00,35.39,7289.00,5497.00,1792.00,75.42,1.00,25390.00,9805.00,38.62,9491.00,7797.00,1694.00,82.15,1.00,24752.00,9162.00,37.02,8929.00,7454.00,1475.00,83.48,1.00,59881.00,25237.00,42.15,24613.00,20594.00,4019.00,83.67,1.00,150418.00,50516.00,33.58,49050.00,41650.00,7400.00,84.91,1.00,162254.00,62625.00,38.60,61192.00,48405.00,12787.00,79.10,1.00,130161.00,52530.00,40.36,50648.00,42664.00,7984.00,84.24,1.00,172322.00,64775.00,37.59,63051.00,54543.00,8508.00,86.51,1.00,48672.00,32119.00,65.99,28307.00,22588.00,5719.00,79.80,1.00,35495.00,16714.00,47.09,16367.00,13782.00,2585.00,84.21,1.00,9868.00,4359.00,44.17,4258.00,3520.00,738.00,82.67,1.00,280470.00,111990.00,39.93,110146.00,93839.00,16307.00,85.20
422,25.06.1995,10. AHV-Revision,10e révision de l'AVS,,Bundesgesetz über die Alters- und Hinterlassenenversicherung,Loi fédérale sur l'assurance-vieillesse et survivants (LAVS). Modification du 7 octobre 1994 (10e révision de l'AVS),.,https://swissvotes.ch/vote/422.00,2.00,10.00,10.20,10.21,10.00,10.30,10.33,.,.,.,1.00,44.00,1991-1995,,,,,,,.,.,1.00,1.00,1.00,9999.00,1.00,1.00,9999.00,2.00,1.00,.,1.00,2.00,.,9999.00,.,1.00,9999.00,1.00,1.00,9999.00,9999.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.99,18.49,11.90,.,1.89,6.07,.,0.39,0.78,3.39,1.00,5.07,1.38,.,.,18.00,.,3.04,2.83,0.22,.,4.60,91.67,2.16,0.00,0.00,6.21,.,https://www.emuseum.ch/objects/228883/ https://www.emuseum.ch/objects/5613/,.,1.00,3.00,1.00,4591795.00,1856163.00,40.42,21621.00,6140.00,1828402.00,1110053.00,718349.00,60.71,18.00,5.00,78.26,771795.00,349240.00,45.25,341433.00,234488.00,106945.00,68.68,1.00,676256.00,259640.00,38.39,257256.00,164487.00,92769.00,63.94,1.00,227615.00,91127.00,40.04,89953.00,58677.00,31276.00,65.23,1.00,25423.00,9222.00,36.27,8971.00,4556.00,4415.00,50.79,1.00,79667.00,28105.00,35.28,27750.00,17129.00,10621.00,61.73,1.00,21282.00,7950.00,37.36,7823.00,4773.00,3050.00,61.01,1.00,25500.00,16869.00,66.15,16415.00,10368.00,6047.00,63.16,1.00,24822.00,9028.00,36.37,8938.00,5559.00,3379.00,62.20,1.00,60062.00,26564.00,44.23,26320.00,17985.00,8335.00,68.33,1.00,151117.00,56252.00,37.22,55457.00,27480.00,27977.00,49.55,0.00,162645.00,80125.00,49.26,78958.00,44742.00,34216.00,56.67,1.00,129713.00,63761.00,49.16,63035.00,35240.00,27795.00,55.91,1.00,172792.00,71905.00,41.61,71203.00,42292.00,28911.00,59.40,1.00,48704.00,30373.00,62.36,28598.00,16615.00,11983.00,58.10,1.00,35481.00,15930.00,44.90,15787.00,10673.00,5114.00,67.61,1.00,9884.00,3429.00,34.69,3386.00,2327.00,1059.00,68.72,1.00,280665.00,106820.00,38.06,106068.00,69580.00,36488.00,65.60
423,25.06.1995,Initiative «zum Ausbau von AHV und IV»,Initiative «pour l'extension de l'AVS et de l'AI»,,Volksinitiative «zum Ausbau von AHV und IV»,Initiative populaire «pour l'extension de l'AVS et de l'AI»,.,https://swissvotes.ch/vote/423.00,3.00,10.00,10.20,10.21,10.00,10.20,10.22,.,.,.,2.00,44.00,1991-1995,,,,,,,.,.,2.00,1.00,2.00,9999.00,2.00,1.00,9999.00,1.00,2.00,2.00,2.00,5.00,.,9999.00,.,2.00,9999.00,2.00,2.00,9999.00,9999.00,2.00,2.00,2.00,1.00,.,2.00,2.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.99,18.49,11.90,.,1.89,6.07,.,0.39,0.78,3.39,1.00,5.07,1.38,.,.,18.00,.,3.04,2.83,0.22,.,4.60,25.34,68.10,0.00,1.38,5.22,.,https://www.emuseum.ch/objects/228883/,https://www.emuseum.ch/objects/5613/,0.00,0.00,0.00,4591795.00,1852720.00,40.35,39614.00,6538.00,1806568.00,499266.00,1307302.00,27.64,0.00,23.00,0.00,771795.00,347170.00,44.98,335814.00,90959.00,244855.00,27.09,0.00,676256.00,259637.00,38.39,255142.00,65677.00,189465.00,25.74,0.00,227615.00,91030.00,39.99,89062.00,21063.00,67999.00,23.65,0.00,25423.00,9207.00,36.22,8900.00,2121.00,6779.00,23.83,0.00,79667.00,28118.00,35.29,27521.00,5994.00,21527.00,21.78,0.00,21282.00,7949.00,37.35,7774.00,1356.00,6418.00,17.44,0.00,25500.00,16850.00,66.08,16266.00,3390.00,12876.00,20.84,0.00,24822.00,9020.00,36.34,8871.00,2018.00,6853.00,22.75,0.00,60062.00,26544.00,44.19,26183.00,5645.00,20538.00,21.56,0.00,151117.00,56178.00,37.18,54809.00,15067.00,39742.00,27.49,0.00,162645.00,80105.00,49.25,78306.00,22188.00,56118.00,28.33,0.00,129713.00,63541.00,48.99,62304.00,21962.00,40342.00,35.25,0.00,172792.00,71857.00,41.59,70717.00,20407.00,50310.00,28.86,0.00,48704.00,30375.00,62.37,28072.00,8853.00,19219.00,31.54,0.00,35481.00,15883.00,44.76,15644.00,2951.00,12693.00,18.86,0.00,9884.00,3428.00,34.68,3380.00,496.00,2884.00,14.67,0.00,280665.00,106652.00,38.00,105382.00,23946.00,81436.00,22.72
424,25.06.1995,Gesetz über den Erwerb von Grundstücken durch Personen im Ausland,Loi sur l'acquisition d'immeubles par des personnes à l'étranger,,Bundesgesetz über den Erwerb von Grundstücken durch Personen im Ausland,Loi fédérale sur l'acquisition d'immeubles par des personnes à l'étranger (LFAIE),Lockerung Lex Friedrich,https://swissvotes.ch/vote/424.00,2.00,9.00,9.10,9.12,10.00,10.30,10.31,4.00,4.40,4.41,1.00,44.00,1991-1995,,,,,,,.,.,1.00,1.00,1.00,9999.00,1.00,4.00,9999.00,5.00,2.00,.,1.00,1.00,.,9999.00,.,1.00,9999.00,1.00,1.00,9999.00,9999.00,1.00,1.00,1.00,1.00,.,.,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.99,18.49,11.90,.,1.89,6.07,.,0.39,0.78,3.39,1.00,5.07,1.38,.,.,18.00,.,3.04,2.83,0.22,.,4.60,83.59,3.39,0.00,0.78,6.21,.,.,.,0.00,3.00,0.00,4591795.00,1852627.00,40.35,48577.00,6675.00,1797375.00,834673.00,962702.00,46.44,7.00,16.00,30.43,771795.00,347605.00,45.04,334344.00,151773.00,182571.00,45.39,0.00,676256.00,259639.00,38.39,253354.00,111491.00,141863.00,44.01,0.00,227615.00,90969.00,39.97,88612.00,37817.00,50795.00,42.68,0.00,25423.00,9211.00,36.23,8884.00,2921.00,5963.00,32.88,0.00,79667.00,28115.00,35.29,27503.00,9747.00,17756.00,35.44,0.00,21282.00,7946.00,37.34,7768.00,3029.00,4739.00,38.99,0.00,25500.00,16862.00,66.13,16296.00,6972.00,9324.00,42.78,0.00,24822.00,9026.00,36.36,8850.00,3364.00,5486.00,38.01,0.00,60062.00,26548.00,44.20,26077.00,12106.00,13971.00,46.42,0.00,151117.00,56155.00,37.16,54444.00,29294.00,25150.00,53.81,1.00,162645.00,80076.00,49.23,78200.00,29014.00,49186.00,37.10,0.00,129713.00,63204.00,48.73,61399.00,26230.00,35169.00,42.72,0.00,172792.00,71720.00,41.51,70185.00,29550.00,40635.00,42.10,0.00,48704.00,30393.00,62.40,27941.00,10931.00,17010.00,39.12,0.00,35481.00,15920.00,44.87,15692.00,6051.00,9641.00,38.56,0.00,9884.00,3429.00,34.69,3363.00,1292.00,2071.00,38.42,0.00,280665.00,106721.00,38.02,105344.00,42554.00,62790.00,40.40
425,10.03.1996,Sprachenartikel,Article sur les langues,,Bundesbeschluss über die Revision des Sprachenartikels in der Bundesverfassung (Art. 116 BV),Arrêté fédéral concernant la révision de l'article constitutionnel sur les langues (art. 116 cst.),.,https://swissvotes.ch/vote/425.00,1.00,12.00,12.20,.,.,.,.,.,.,.,1.00,45.00,1995-1999,,,,,,,.,.,1.00,1.00,1.00,9999.00,1.00,1.00,9999.00,1.00,2.00,1.00,2.00,3.00,.,9999.00,.,1.00,9999.00,1.00,1.00,9999.00,9999.00,1.00,.,.,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.18,21.79,14.90,.,1.79,5.04,.,0.30,1.20,3.13,1.30,3.97,0.94,.,.,16.79,.,2.69,1.83,.,.,4.20,87.51,7.10,0.94,0.00,4.50,.,https://www.emuseum.ch/objects/6526/ https://www.emuseum.ch/objects/6535/,.,1.00,1.00,1.00,4599427.00,1427282.00,31.03,41583.00,4494.00,1381205.00,1052052.00,329153.00,76.17,23.00,0.00,100.00,771978.00,246027.00,31.87,236476.00,188055.00,48421.00,79.52,1.00,675696.00,209090.00,30.94,204112.00,150473.00,53639.00,73.72,1.00,227972.00,76310.00,33.47,74535.00,53328.00,21207.00,71.55,1.00,25357.00,11006.00,43.40,10446.00,6789.00,3657.00,64.99,1.00,80186.00,20992.00,26.18,20560.00,13638.00,6922.00,66.33,1.00,21412.00,5946.00,27.77,5728.00,3974.00,1754.00,69.38,1.00,25620.00,10790.00,42.12,10380.00,7135.00,3245.00,68.74,1.00,24712.00,10064.00,40.73,9720.00,7456.00,2264.00,76.71,1.00,60855.00,20610.00,33.87,20201.00,14661.00,5540.00,72.58,1.00,152013.00,70197.00,46.18,66305.00,50850.00,15455.00,76.69,1.00,162860.00,51351.00,31.53,50528.00,37432.00,13096.00,74.08,1.00,128695.00,49453.00,38.43,48164.00,39185.00,8979.00,81.36,1.00,172873.00,49464.00,28.61,48360.00,37786.00,10574.00,78.13,1.00,48630.00,30349.00,62.41,27064.00,20528.00,6536.00,75.85,1.00,35333.00,12086.00,34.21,11856.00,8186.00,3670.00,69.05,1.00,9866.00,2554.00,25.89,2503.00,1784.00,719.00,71.27,1.00,280945.00,87189.00,31.03,85953.00,62448.00,23505.00,72.65
426,10.03.1996,Übertritt Vellerat zum Kanton Jura,Transfert de la commune de Vellerat au canton du Jura,,Bundesbeschluss über den Uebertritt der bernischen Gemeinde Vellerat zum Kanton Jura,Arrêté fédéral sur le transfert de la commune bernoise de Vellerat au canton du Jura,.,https://swissvotes.ch/vote/426.00,1.00,1.00,1.50,1.51,.,.,.,.,.,.,1.00,45.00,1995-1999,,,,,,,.,.,1.00,1.00,1.00,9999.00,1.00,1.00,9999.00,1.00,5.00,1.00,1.00,3.00,.,9999.00,.,1.00,9999.00,1.00,1.00,9999.00,9999.00,.,.,.,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.18,21.79,14.90,.,1.79,5.04,.,0.30,1.20,3.13,1.30,3.97,0.94,.,.,16.79,.,2.69,1.83,.,.,4.20,91.48,0.00,0.94,3.13,4.50,.,https://www.emuseum.ch/objects/6526/ https://www.emuseum.ch/objects/6535/,.,1.00,1.00,1.00,4599427.00,1425539.00,30.99,55758.00,4948.00,1364833.00,1250728.00,114105.00,91.64,23.00,0.00,100.00,771978.00,245644.00,31.82,233502.00,218254.00,15248.00,93.47,1.00,675696.00,209090.00,30.94,203877.00,180359.00,23518.00,88.46,1.00,227972.00,76318.00,33.48,73306.00,67979.00,5327.00,92.73,1.00,25357.00,11039.00,43.53,10444.00,9270.00,1174.00,88.76,1.00,80186.00,20994.00,26.18,20294.00,17987.00,2307.00,88.63,1.00,21412.00,5955.00,27.81,5622.00,5126.00,496.00,91.18,1.00,25620.00,10802.00,42.16,10295.00,9415.00,880.00,91.45,1.00,24712.00,10062.00,40.72,9568.00,8693.00,875.00,90.85,1.00,60855.00,20612.00,33.87,19841.00,18431.00,1410.00,92.89,1.00,152013.00,70206.00,46.18,65863.00,60460.00,5403.00,91.80,1.00,162860.00,51145.00,31.40,49885.00,44974.00,4911.00,90.16,1.00,128695.00,49385.00,38.37,47948.00,45168.00,2780.00,94.20,1.00,172873.00,49636.00,28.71,48491.00,45190.00,3301.00,93.19,1.00,48630.00,30328.00,62.36,26817.00,24231.00,2586.00,90.36,1.00,35333.00,12026.00,34.04,11625.00,10474.00,1151.00,90.10,1.00,9866.00,2557.00,25.92,2472.00,2245.00,227.00,90.82,1.00,280945.00,87196.00,31.04,84699.00,77863.00,6836.00,91.93
427,10.03.1996,Zuständigkeit im Bereich der persönlichen militärischen Ausrüstung,Compétence en matière de l'équipement personnel des militaires,,Bundesbeschluss über die Aufhebung der kantonalen Zuständigkeit im Bereich der persönlichen Ausrüstung der Armeeangehörigen,Arrêté fédéral supprimant la compétence cantonale en matière d'acquisition de l'équipement personnel des militaires,.,https://swissvotes.ch/vote/427.00,1.00,3.00,3.20,3.23,6.00,6.40,.,1.00,1.50,1.53,1.00,45.00,1995-1999,,,,,,,.,.,1.00,1.00,1.00,9999.00,1.00,1.00,9999.00,2.00,2.00,2.00,2.00,3.00,.,9999.00,.,2.00,9999.00,2.00,1.00,9999.00,9999.00,1.00,2.00,.,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.18,21.79,14.90,.,1.79,5.04,.,0.30,1.20,3.13,1.30,3.97,0.94,.,.,16.79,.,2.69,1.83,.,.,4.20,65.53,29.08,0.94,0.00,4.50,.,https://www.emuseum.ch/objects/6526/,https://www.emuseum.ch/objects/6535/,0.00,0.00,0.00,4599427.00,1426568.00,31.02,45376.00,4492.00,1376700.00,601613.00,775087.00,43.70,3.00,20.00,13.04,771978.00,245766.00,31.84,234770.00,134550.00,100220.00,57.31,1.00,675696.00,209090.00,30.94,203000.00,95623.00,107377.00,47.10,0.00,227972.00,76303.00,33.47,74503.00,29922.00,44581.00,40.16,0.00,25357.00,11149.00,43.97,10777.00,2257.00,8520.00,20.94,0.00,80186.00,20996.00,26.18,20730.00,4796.00,15934.00,23.14,0.00,21412.00,5956.00,27.82,5791.00,1579.00,4212.00,27.27,0.00,25620.00,10792.00,42.12,10450.00,3605.00,6845.00,34.50,0.00,24712.00,10031.00,40.59,9733.00,3612.00,6121.00,37.11,0.00,60855.00,20627.00,33.90,20233.00,7354.00,12879.00,36.35,0.00,152013.00,70289.00,46.24,67094.00,21609.00,45485.00,32.21,0.00,162860.00,51341.00,31.52,50459.00,22045.00,28414.00,43.69,0.00,128695.00,49327.00,38.33,47467.00,30222.00,17245.00,63.67,1.00,172873.00,49621.00,28.70,48227.00,25836.00,22391.00,53.57,1.00,48630.00,30366.00,62.44,27652.00,7502.00,20150.00,27.13,0.00,35333.00,12066.00,34.15,11851.00,4475.00,7376.00,37.76,0.00,9866.00,2550.00,25.85,2508.00,940.00,1568.00,37.48,0.00,280945.00,87176.00,31.03,85906.00,38440.00,47466.00,44.75
428,10.03.1996,Aufhebung der Pflicht zur Übernahme von Brennapparaten und Branntwein,Abrogation de l'obligation de rachat des appareils à distiller et de l'eau-de-vie,,Bundesbeschluss über die Aufhebung der Pflicht zum Ankauf von Brennapparaten und zur Übernahme von Branntwein,Arrêté fédéral concernant l'abrogation de l'obligation de rachat des appareils à distiller et de prise en charge de l'eau-de-vie,.,https://swissvotes.ch/vote/428.00,1.00,5.00,5.30,.,6.00,6.40,.,.,.,.,1.00,45.00,1995-1999,,,,,,,.,.,1.00,1.00,1.00,9999.00,1.00,1.00,9999.00,1.00,1.00,1.00,1.00,3.00,.,9999.00,.,1.00,9999.00,1.00,1.00,9999.00,9999.00,1.00,1.00,.,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.18,21.79,14.90,.,1.79,5.04,.,0.30,1.20,3.13,1.30,3.97,0.94,.,.,16.79,.,2.69,1.83,.,.,4.20,94.61,0.00,0.94,0.00,4.50,.,https://www.emuseum.ch/objects/6526/ https://www.emuseum.ch/objects/6535/,.,1.00,1.00,1.00,4599427.00,1422265.00,30.92,67318.00,4949.00,1349998.00,1090783.00,259215.00,80.80,23.00,0.00,100.00,771978.00,245142.00,31.76,232010.00,202422.00,29588.00,87.25,1.00,675696.00,209088.00,30.94,200977.00,166119.00,34858.00,82.66,1.00,227972.00,76206.00,33.43,73149.00,56951.00,16198.00,77.86,1.00,25357.00,10892.00,42.95,10069.00,6991.00,3078.00,69.43,1.00,80186.00,20986.00,26.17,20242.00,13074.00,7168.00,64.59,1.00,21412.00,5952.00,27.80,5643.00,4168.00,1475.00,73.86,1.00,25620.00,10753.00,41.97,10168.00,7789.00,2379.00,76.60,1.00,24712.00,10057.00,40.70,9506.00,7512.00,1994.00,79.02,1.00,60855.00,20568.00,33.80,19836.00,15887.00,3949.00,80.09,1.00,152013.00,70055.00,46.08,65245.00,48465.00,16780.00,74.28,1.00,162860.00,51315.00,31.51,50092.00,39265.00,10827.00,78.39,1.00,128695.00,49186.00,38.22,46822.00,40478.00,6344.00,86.45,1.00,172873.00,49489.00,28.63,47731.00,39712.00,8019.00,83.20,1.00,48630.00,30338.00,62.39,25845.00,20103.00,5742.00,77.78,1.00,35333.00,12000.00,33.96,11677.00,9167.00,2510.00,78.50,1.00,9866.00,2554.00,25.89,2501.00,1888.00,613.00,75.49,1.00,280945.00,86462.00,30.78,84352.00,69114.00,15238.00,81.94
429,10.03.1996,Aufhebung der Beiträge an Bahnhofparkplätze,Suppression des contributions aux places de stationnement près des gares,,Bundesbeschluss über die Aufhebung der Bundesbeiträge an Bahnhofparkplatzanlagen,Arrêté fédéral concernant la suppression des contributions fédérales aux places de stationnement près des gares,.,https://swissvotes.ch/vote/429.00,1.00,8.00,8.20,.,6.00,6.40,.,.,.,.,1.00,45.00,1995-1999,,,,,,,.,.,1.00,5.00,1.00,9999.00,1.00,1.00,9999.00,2.00,1.00,1.00,1.00,3.00,.,9999.00,.,1.00,9999.00,1.00,1.00,9999.00,9999.00,1.00,1.00,.,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.18,21.79,14.90,.,1.79,5.04,.,0.30,1.20,3.13,1.30,3.97,0.94,.,.,16.79,.,2.69,1.83,.,.,4.20,71.62,1.20,0.94,21.79,4.50,.,.,https://www.emuseum.ch/objects/6526/ https://www.emuseum.ch/objects/6535/,1.00,1.00,1.00,4599427.00,1425049.00,30.98,46519.00,4519.00,1374011.00,741219.00,632792.00,53.95,14.00,9.00,60.87,771978.00,245745.00,31.83,235243.00,141137.00,94106.00,60.00,1.00,675696.00,209088.00,30.94,203290.00,120998.00,82292.00,59.52,1.00,227972.00,76289.00,33.46,74363.00,42319.00,32044.00,56.91,1.00,25357.00,10976.00,43.29,10424.00,5051.00,5373.00,48.46,0.00,80186.00,20987.00,26.17,20528.00,9798.00,10730.00,47.73,0.00,21412.00,5959.00,27.83,5730.00,3091.00,2639.00,53.94,1.00,25620.00,10800.00,42.15,10357.00,5764.00,4593.00,55.65,1.00,24712.00,10056.00,40.69,9726.00,5279.00,4447.00,54.28,1.00,60855.00,20608.00,33.86,20146.00,11361.00,8785.00,56.39,1.00,152013.00,70212.00,46.19,66695.00,26905.00,39790.00,40.34,0.00,162860.00,51330.00,31.52,50510.00,25339.00,25171.00,50.17,1.00,128695.00,49294.00,38.30,47756.00,29713.00,18043.00,62.22,1.00,172873.00,49629.00,28.71,48379.00,26430.00,21949.00,54.63,1.00,48630.00,30393.00,62.50,27107.00,10903.00,16204.00,40.22,0.00,35333.00,12049.00,34.10,11840.00,6470.00,5370.00,54.65,1.00,9866.00,2555.00,25.90,2525.00,1472.00,1053.00,58.30,1.00,280945.00,86878.00,30.92,85524.00,48602.00,36922.00,56.83
430,09.06.1996,Verfassungsartikel zur Landwirtschaft,Article constitutionnel sur l'agriculture,,Gegenentwurf der Bundesversammlung zur Volksinitiative «Bauern und Konsumenten - für eine naturnahe Landwirtschaft»,Contre-projet de l'Assemblée fédérale relatif à l'initiative populaire «Paysans et consommateurs - pour une agriculture en accord avec la nature»,.,https://swissvotes.ch/vote/430.00,4.00,5.00,5.10,.,9.00,9.30,9.31,.,.,.,1.00,45.00,1995-1999,,,,,,,.,.,1.00,1.00,1.00,9999.00,1.00,1.00,9999.00,1.00,1.00,1.00,2.00,5.00,.,9999.00,1.00,1.00,9999.00,1.00,1.00,9999.00,9999.00,1.00,1.00,1.00,1.00,1.00,.,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.18,21.79,14.90,.,1.79,5.04,.,0.30,1.20,3.13,1.30,3.97,0.94,.,.,16.79,.,2.69,1.83,.,.,4.20,90.94,3.97,0.00,0.94,4.20,.,.,.,1.00,1.00,1.00,4602577.00,1445966.00,31.42,41150.00,4408.00,1400408.00,1086534.00,313874.00,77.59,23.00,0.00,100.00,772838.00,260970.00,33.77,253148.00,211244.00,41904.00,83.45,1.00,675585.00,193519.00,28.64,190439.00,150070.00,40369.00,78.80,1.00,228383.00,87086.00,38.13,85434.00,63528.00,21906.00,74.36,1.00,25374.00,6305.00,24.85,6144.00,4346.00,1798.00,70.74,1.00,80609.00,21530.00,26.71,21027.00,13681.00,7346.00,65.06,1.00,21505.00,6977.00,32.44,6780.00,4553.00,2227.00,67.15,1.00,25727.00,8549.00,33.23,8351.00,6013.00,2338.00,72.00,1.00,24649.00,6182.00,25.08,6133.00,4828.00,1305.00,78.72,1.00,61181.00,20294.00,33.17,19995.00,15573.00,4422.00,77.88,1.00,152660.00,51062.00,33.45,48567.00,34497.00,14070.00,71.03,1.00,162914.00,59483.00,36.51,58359.00,42969.00,15390.00,73.63,1.00,128146.00,61599.00,48.07,60015.00,52470.00,7545.00,87.43,1.00,173277.00,50695.00,29.26,49900.00,40647.00,9253.00,81.46,1.00,48548.00,26513.00,54.61,23987.00,19063.00,4924.00,79.47,1.00,35487.00,15219.00,42.89,15010.00,11357.00,3653.00,75.66,1.00,9898.00,2693.00,27.21,2651.00,1834.00,817.00,69.18,1.00,280994.00,92468.00,32.91,91195.00,69855.00,21340.00,76.60
